Contiguous U.S. Statewide Average Temperature,,,,,,
Units: Degrees Fahrenheit,,,,,,
Missing: -99,Rank out of 127 Years,,,,,
4300,Vermont,201903,25.9,50,-1.3,27.2
4300,Vermont,201904,41.2,79,1.3,39.9
4300,Vermont,201905,50.8,39,-1.4,52.2
4300,Vermont,201906,60.5,43,-0.5,61
4300,Vermont,201907,68.9,118,3,65.9
4300,Vermont,201908,64.6,84,1.2,63.4
4300,Vermont,201909,56.8,72,0.8,56
4300,Vermont,201910,47.3,94,2.1,45.2
4300,Vermont,201911,29.3,9,-3.9,33.2
4300,Vermont,201912,23.3,88,3.1,20.2
4300,Vermont,202001,23.5,117,8.2,15.3
4300,Vermont,202002,22.4,112,5.9,16.5
4300,Vermont,202003,33.1,114,5.9,27.2
4300,Vermont,202004,38.8,45,-1.1,39.9
4300,Vermont,202005,52.7,68,0.5,52.2
4300,Vermont,202006,62.9,108,1.9,61
4300,Vermont,202007,70.9,126,5,65.9
4300,Vermont,202008,65.3,94,1.9,63.4
4300,Vermont,202009,57.1,78,1.1,56
4300,Vermont,202010,46.4,83,1.2,45.2
4300,Vermont,202011,38,114,4.8,33.2
4300,Vermont,202012,27.3,116,7.1,20.2
4300,Vermont,202101,20.4,108,5.1,15.3
4300,Vermont,202102,18.8,80,2.3,16.5
4300,Vermont,202103,30.8,103,3.6,27.2
4300,Vermont,202104,43.1,109,3.2,39.9
4300,Vermont,202105,53.4,79,1.2,52.2
4300,Vermont,202106,65.8,125,4.8,61
4300,Vermont,202107,65.1,36,-0.8,65.9
4400,Virginia,201501,33.8,54,-1,34.8
4400,Virginia,201502,28.9,6,-7.8,36.7
4400,Virginia,201503,44.2,54,-0.5,44.7
4400,Virginia,201504,55.9,94,1.9,54
4400,Virginia,201505,67.1,117,3.9,63.2
4400,Virginia,201506,73.7,120,2.8,70.9
4400,Virginia,201507,75.3,78,0.6,74.7
4400,Virginia,201508,73.2,59,0.1,73.1
4400,Virginia,201509,69.3,98,2.2,67.1
4400,Virginia,201510,56.3,60,0.1,56.2
4400,Virginia,201511,51.1,120,5.6,45.5
4400,Virginia,201512,49.6,126,12.8,36.8
4400,Virginia,201601,33.1,43,-1.7,34.8
4400,Virginia,201602,38.4,80,1.7,36.7
4400,Virginia,201603,51.8,124,7.1,44.7
4400,Virginia,201604,55.1,78,1.1,54
4400,Virginia,201605,61.9,36,-1.3,63.2
4400,Virginia,201606,71.8,81,0.9,70.9
4400,Virginia,201607,77.3,116,2.6,74.7
4400,Virginia,201608,77,124,3.9,73.1
4400,Virginia,201609,71.8,119,4.7,67.1
4400,Virginia,201610,59.8,116,3.6,56.2
4400,Virginia,201611,48.3,100,2.8,45.5
4400,Virginia,201612,39.1,87,2.3,36.8
4400,Virginia,201701,40.1,112,5.3,34.8
4400,Virginia,201702,46,127,9.3,36.7
4400,Virginia,201703,45.9,76,1.2,44.7
4400,Virginia,201704,60.6,127,6.6,54
4400,Virginia,201705,63.4,69,0.2,63.2
4400,Virginia,201706,71.2,61,0.3,70.9
4400,Virginia,201707,76.8,107,2.1,74.7
4400,Virginia,201708,72.8,52,-0.3,73.1
4400,Virginia,201709,67.4,66,0.3,67.1
4400,Virginia,201710,60.2,118,4,56.2
4400,Virginia,201711,46.1,70,0.6,45.5
4400,Virginia,201712,37.2,60,0.4,36.8
4400,Virginia,201801,31.8,28,-3,34.8
4400,Virginia,201802,45.2,126,8.5,36.7
4400,Virginia,201803,41.2,22,-3.5,44.7
4400,Virginia,201804,52.2,26,-1.8,54
4400,Virginia,201805,69.7,127,6.5,63.2
4400,Virginia,201806,73.1,113,2.2,70.9
4400,Virginia,201807,75.1,71,0.4,74.7
4400,Virginia,201808,75.2,105,2.1,73.1
4400,Virginia,201809,72.8,125,5.7,67.1
4400,Virginia,201810,59,112,2.8,56.2
4400,Virginia,201811,43.8,38,-1.7,45.5
4400,Virginia,201812,39.7,97,2.9,36.8
4400,Virginia,201901,36.3,80,1.5,34.8
4400,Virginia,201902,41.8,115,5.1,36.7
4400,Virginia,201903,43.9,50,-0.8,44.7
4400,Virginia,201904,58.1,121,4.1,54
4400,Virginia,201905,68.9,125,5.7,63.2
4400,Virginia,201906,71.2,61,0.3,70.9
4400,Virginia,201907,77.1,113,2.4,74.7
4400,Virginia,201908,74.7,90,1.6,73.1
4400,Virginia,201909,72.5,123,5.4,67.1
4400,Virginia,201910,60.6,119,4.4,56.2
4400,Virginia,201911,43.1,22,-2.4,45.5
4400,Virginia,201912,41.5,111,4.7,36.8
4400,Virginia,202001,40.6,116,5.8,34.8
4400,Virginia,202002,42.4,118,5.7,36.7
4400,Virginia,202003,51.7,123,7,44.7
4400,Virginia,202004,53.3,47,-0.7,54
4400,Virginia,202005,60.4,14,-2.8,63.2
4400,Virginia,202006,71.3,69,0.4,70.9
4400,Virginia,202007,78.7,127,4,74.7
4400,Virginia,202008,75.5,112,2.4,73.1
4400,Virginia,202009,66.3,45,-0.8,67.1
4400,Virginia,202010,59,112,2.8,56.2
4400,Virginia,202011,51.3,122,5.8,45.5
4400,Virginia,202012,38.4,80,1.6,36.8
4400,Virginia,202101,36.6,84,1.8,34.8
4400,Virginia,202102,36.6,58,-0.1,36.7
4400,Virginia,202103,48.5,106,3.8,44.7
4400,Virginia,202104,55.2,81,1.2,54
4400,Virginia,202105,62.3,41,-0.9,63.2
4400,Virginia,202106,72.1,87,1.2,70.9
4400,Virginia,202107,76,97,1.3,74.7
4500,Washington,201501,35.1,118,6.7,28.4
4500,Washington,201502,40.7,127,7.6,33.1
4500,Washington,201503,44.8,126,6.2,38.6
4500,Washington,201504,45.7,76,0.6,45.1
4500,Washington,201505,56,122,4.2,51.8
4500,Washington,201506,65.5,127,7.8,57.7
4500,Washington,201507,68.6,123,4.6,64
4500,Washington,201508,66.6,114,3.1,63.5
4500,Washington,201509,56.2,48,-0.7,56.9
4500,Washington,201510,52.4,126,5.2,47.2
4500,Washington,201511,36,51,-0.6,36.6
4500,Washington,201512,32.1,81,1.5,30.6
4500,Washington,201601,33,103,4.6,28.4
4500,Washington,201602,39.1,123,6,33.1
4500,Washington,201603,41.8,110,3.2,38.6
4500,Washington,201604,51.6,126,6.5,45.1
4500,Washington,201605,55.1,114,3.3,51.8
4500,Washington,201606,59.9,103,2.2,57.7
4500,Washington,201607,63.6,47,-0.4,64
4500,Washington,201608,65.9,104,2.4,63.5
4500,Washington,201609,56.4,52,-0.5,56.9
4500,Washington,201610,47.4,72,0.2,47.2
4500,Washington,201611,43,126,6.4,36.6
4500,Washington,201612,26.1,14,-4.5,30.6
4500,Washington,201701,24.8,18,-3.6,28.4
4500,Washington,201702,31,30,-2.1,33.1
4500,Washington,201703,39.3,82,0.7,38.6
4500,Washington,201704,44.2,43,-0.9,45.1
4500,Washington,201705,53.7,97,1.9,51.8
4500,Washington,201706,59.5,98,1.8,57.7
4500,Washington,201707,67.1,110,3,64.1
4500,Washington,201708,68.6,126,5.1,63.5
4500,Washington,201709,59.8,108,2.9,56.9
4500,Washington,201710,46.2,42,-1,47.2
4500,Washington,201711,37.7,78,1.1,36.6
4500,Washington,201712,29.9,41,-0.7,30.6
4500,Washington,201801,35.4,119,7,28.4
4500,Washington,201802,32.4,47,-0.7,33.1
4500,Washington,201803,38.8,73,0.2,38.6
4500,Washington,201804,45.3,67,0.2,45.1
4500,Washington,201805,57.6,126,5.8,51.8
4500,Washington,201806,58.2,79,0.5,57.7
4500,Washington,201807,67.5,118,3.4,64.1
4500,Washington,201808,66,106,2.5,63.5
4500,Washington,201809,56.3,49,-0.6,56.9
4500,Washington,201810,47.4,72,0.2,47.2
4500,Washington,201811,38.6,92,2,36.6
4500,Washington,201812,33.1,98,2.5,30.6
4500,Washington,201901,34.2,111,5.8,28.4
4500,Washington,201902,25.3,4,-7.8,33.1
4500,Washington,201903,36.2,22,-2.4,38.6
4500,Washington,201904,46.3,92,1.2,45.1
4500,Washington,201905,55.6,117,3.8,51.8
4500,Washington,201906,59.5,98,1.8,57.7
4500,Washington,201907,63.8,49,-0.2,64
4500,Washington,201908,66.4,112,2.9,63.5
4500,Washington,201909,57.1,67,0.2,56.9
4500,Washington,201910,42.8,2,-4.4,47.2
4500,Washington,201911,37.6,76,1,36.6
4500,Washington,201912,33.5,103,2.9,30.6
4500,Washington,202001,34.3,113,5.9,28.4
4500,Washington,202002,35.6,96,2.5,33.1
4500,Washington,202003,38.3,59,-0.3,38.6
4500,Washington,202004,46.1,87,1,45.1
4500,Washington,202005,53.4,94,1.6,51.8
4500,Washington,202006,57.9,75,0.2,57.7
4500,Washington,202007,64.8,79,0.8,64
4500,Washington,202008,65.8,102,2.3,63.5
4500,Washington,202009,61.3,121,4.4,56.9
4500,Washington,202010,48.4,94,1.2,47.2
4500,Washington,202011,37.6,76,1,36.6
4500,Washington,202012,33.8,105,3.2,30.6
4500,Washington,202101,34.7,116,6.3,28.4
4500,Washington,202102,31.4,35,-1.7,33.1
4500,Washington,202103,39.7,89,1.1,38.6
4500,Washington,202104,46.9,99,1.8,45.1
4500,Washington,202105,52.8,81,1,51.8
4500,Washington,202106,64.8,126,7.1,57.7
4500,Washington,202107,70.1,127,6,64.1
4600,West Virginia,201501,28.8,47,-1.7,30.5
4600,West Virginia,201502,22.9,4,-9.8,32.7
4600,West Virginia,201503,40,51,-1.1,41.1
4600,West Virginia,201504,53.1,93,2.2,50.9
4600,West Virginia,201505,64.7,116,4.2,60.5
4600,West Virginia,201506,70.5,112,2.4,68.1
4600,West Virginia,201507,72.1,71,0.2,71.9
4600,West Virginia,201508,69.9,48,-0.5,70.4
4600,West Virginia,201509,67.1,101,2.7,64.4
4600,West Virginia,201510,54,71,0.7,53.3
4600,West Virginia,201511,48.3,123,6.2,42.1
4600,West Virginia,201512,46.3,126,13.2,33.1
4600,West Virginia,201601,27.6,36,-2.9,30.5
4600,West Virginia,201602,34.9,86,2.2,32.7
4600,West Virginia,201603,48.5,121,7.4,41.1
4600,West Virginia,201604,53,89,2.1,50.9
4600,West Virginia,201605,59.5,39,-1,60.5
4600,West Virginia,201606,69.5,91,1.4,68.1
4600,West Virginia,201607,73.7,107,1.8,71.9
4600,West Virginia,201608,75.1,125,4.7,70.4
4600,West Virginia,201609,69.4,121,5,64.4
4600,West Virginia,201610,57.3,116,4,53.3
4600,West Virginia,201611,45.6,107,3.5,42.1
4600,West Virginia,201612,35.6,91,2.5,33.1
4600,West Virginia,201701,37.5,117,7,30.5
4600,West Virginia,201702,42.1,127,9.4,32.7
4600,West Virginia,201703,42.3,71,1.2,41.1
4600,West Virginia,201704,57.5,127,6.6,50.9
4600,West Virginia,201705,61,74,0.5,60.5
4600,West Virginia,201706,67.7,51,-0.4,68.1
4600,West Virginia,201707,72.4,80,0.5,71.9
4600,West Virginia,201708,69.3,30,-1.1,70.4
4600,West Virginia,201709,64.6,68,0.2,64.4
4600,West Virginia,201710,57.5,117,4.2,53.3
4600,West Virginia,201711,43.2,80,1.1,42.1
4600,West Virginia,201712,33,54,-0.1,33.1
4600,West Virginia,201801,27,27,-3.5,30.5
4600,West Virginia,201802,41.7,126,9,32.7
4600,West Virginia,201803,38,33,-3.1,41.1
4600,West Virginia,201804,47.7,13,-3.2,50.9
4600,West Virginia,201805,67.9,127,7.4,60.5
4600,West Virginia,201806,70,105,1.9,68.1
4600,West Virginia,201807,72.5,83,0.6,71.9
4600,West Virginia,201808,72.4,103,2,70.4
4600,West Virginia,201809,70.4,126,6,64.4
4600,West Virginia,201810,55.3,94,2,53.3
4600,West Virginia,201811,40,32,-2.1,42.1
4600,West Virginia,201812,36.7,100,3.6,33.1
4600,West Virginia,201901,32,79,1.5,30.5
4600,West Virginia,201902,38.5,115,5.8,32.7
4600,West Virginia,201903,40.1,52,-1,41.1
4600,West Virginia,201904,54.9,118,4,50.9
4600,West Virginia,201905,65.5,120,5,60.5
4600,West Virginia,201906,67.6,42,-0.5,68.1
4600,West Virginia,201907,74.3,115,2.4,71.9
4600,West Virginia,201908,71.5,86,1.1,70.4
4600,West Virginia,201909,70,125,5.6,64.4
4600,West Virginia,201910,57.7,118,4.4,53.3
4600,West Virginia,201911,39.3,18,-2.8,42.1
4600,West Virginia,201912,38.5,111,5.4,33.1
4600,West Virginia,202001,37.3,114,6.8,30.5
4600,West Virginia,202002,38,110,5.3,32.7
4600,West Virginia,202003,47.8,118,6.7,41.1
4600,West Virginia,202004,48.8,27,-2.1,50.9
4600,West Virginia,202005,57.8,24,-2.7,60.5
4600,West Virginia,202006,68,53,-0.1,68.1
4600,West Virginia,202007,75.6,125,3.7,71.9
4600,West Virginia,202008,72.5,105,2.1,70.4
4600,West Virginia,202009,64.2,54,-0.2,64.4
4600,West Virginia,202010,55.4,98,2.1,53.3
4600,West Virginia,202011,47.5,117,5.4,42.1
4600,West Virginia,202012,34.3,68,1.2,33.1
4600,West Virginia,202101,32.6,86,2.1,30.5
4600,West Virginia,202102,31.6,47,-1.1,32.7
4600,West Virginia,202103,45.7,109,4.6,41.1
4600,West Virginia,202104,51.2,62,0.3,50.9
4600,West Virginia,202105,58.6,33,-1.9,60.5
4600,West Virginia,202106,69.1,75,1,68.1
4600,West Virginia,202107,72.1,71,0.2,71.9
4700,Wisconsin,201501,15.3,82,2.9,12.4
4700,Wisconsin,201502,7.6,8,-8.8,16.4
4700,Wisconsin,201503,30.7,86,2.4,28.3
4700,Wisconsin,201504,45,93,2.4,42.6
4700,Wisconsin,201505,56.6,89,2,54.6
4700,Wisconsin,201506,63.8,54,-0.3,64.1
4700,Wisconsin,201507,68.4,52,-0.5,68.9
4700,Wisconsin,201508,66.1,48,-0.3,66.4
4700,Wisconsin,201509,64.7,126,6.7,58
4700,Wisconsin,201510,48.4,88,1.6,46.8
4700,Wisconsin,201511,39.4,122,7.8,31.6
4700,Wisconsin,201512,31.8,126,13.7,18.1
4700,Wisconsin,201601,16.2,91,3.8,12.4
4700,Wisconsin,201602,22.6,110,6.2,16.4
4700,Wisconsin,201603,36.8,119,8.5,28.3
4700,Wisconsin,201604,42.9,68,0.3,42.6
4700,Wisconsin,201605,56.1,81,1.5,54.6
4700,Wisconsin,201606,65.8,89,1.7,64.1
4700,Wisconsin,201607,69.9,80,1,68.9
4700,Wisconsin,201608,69.5,115,3.1,66.4
4700,Wisconsin,201609,62.6,118,4.6,58
4700,Wisconsin,201610,50.4,111,3.6,46.8
4700,Wisconsin,201611,41.6,125,10,31.6
4700,Wisconsin,201612,19.9,72,1.8,18.1
4700,Wisconsin,201701,19.4,108,7,12.4
4700,Wisconsin,201702,27.8,126,11.4,16.4
4700,Wisconsin,201703,30.2,82,1.9,28.3
4700,Wisconsin,201704,46.4,107,3.8,42.6
4700,Wisconsin,201705,53.3,44,-1.3,54.6
4700,Wisconsin,201706,65.6,84,1.5,64.1
4700,Wisconsin,201707,68.8,60,-0.1,68.9
4700,Wisconsin,201708,64.2,21,-2.2,66.4
4700,Wisconsin,201709,62.2,116,4.2,58
4700,Wisconsin,201710,50,109,3.2,46.8
4700,Wisconsin,201711,31.4,54,-0.2,31.6
4700,Wisconsin,201712,17.3,47,-0.8,18.1
4700,Wisconsin,201801,15.2,81,2.8,12.4
4700,Wisconsin,201802,16.1,64,-0.3,16.4
4700,Wisconsin,201803,29.7,79,1.4,28.3
4700,Wisconsin,201804,33.5,1,-9.1,42.6
4700,Wisconsin,201805,62,126,7.4,54.6
4700,Wisconsin,201806,66.5,104,2.4,64.1
4700,Wisconsin,201807,69.8,77,0.9,68.9
4700,Wisconsin,201808,68.5,104,2.1,66.4
4700,Wisconsin,201809,61.2,105,3.2,58
4700,Wisconsin,201810,43.6,18,-3.2,46.8
4700,Wisconsin,201811,27.3,17,-4.3,31.6
4700,Wisconsin,201812,25.1,110,7,18.1
4700,Wisconsin,201901,13.1,61,0.7,12.4
4700,Wisconsin,201902,13.5,38,-2.9,16.4
4700,Wisconsin,201903,25.7,38,-2.6,28.3
4700,Wisconsin,201904,42.4,54,-0.2,42.6
4700,Wisconsin,201905,51.8,22,-2.8,54.6
4700,Wisconsin,201906,63.6,49,-0.5,64.1
4700,Wisconsin,201907,71.3,108,2.4,68.9
4700,Wisconsin,201908,65.6,42,-0.8,66.4
4700,Wisconsin,201909,62,114,4,58
4700,Wisconsin,201910,45,36,-1.8,46.8
4700,Wisconsin,201911,28.2,26,-3.4,31.6
4700,Wisconsin,201912,23.5,101,5.4,18.1
4700,Wisconsin,202001,21.5,122,9.1,12.4
4700,Wisconsin,202002,19.2,90,2.8,16.4
4700,Wisconsin,202003,34.3,113,6,28.3
4700,Wisconsin,202004,40.7,36,-1.9,42.6
4700,Wisconsin,202005,54.1,57,-0.5,54.6
4700,Wisconsin,202006,66.6,107,2.5,64.1
4700,Wisconsin,202007,71.9,113,3,68.9
4700,Wisconsin,202008,68.4,103,2,66.4
4700,Wisconsin,202009,57.3,44,-0.7,58
4700,Wisconsin,202010,41.3,7,-5.5,46.8
4700,Wisconsin,202011,38.6,120,7,31.6
4700,Wisconsin,202012,24.2,106,6.1,18.1
4700,Wisconsin,202101,20.2,112,7.8,12.4
4700,Wisconsin,202102,10.7,21,-5.7,16.4
4700,Wisconsin,202103,37,120,8.7,28.3
4700,Wisconsin,202104,45,93,2.4,42.6
4700,Wisconsin,202105,55,67,0.4,54.6
4700,Wisconsin,202106,69.3,124,5.2,64.1
4700,Wisconsin,202107,69.4,71,0.5,68.9
4800,Wyoming,201501,25.6,121,7.2,18.4
4800,Wyoming,201502,28.4,119,6.1,22.3
4800,Wyoming,201503,37.7,123,8.6,29.1
4800,Wyoming,201504,41.3,96,2.5,38.8
4800,Wyoming,201505,47,41,-1.4,48.4
4800,Wyoming,201506,63,123,5.4,57.6
4800,Wyoming,201507,63.9,30,-1.4,65.3
4800,Wyoming,201508,64.3,81,0.9,63.4
4800,Wyoming,201509,59.4,125,5.8,53.6
4800,Wyoming,201510,48.7,125,6.2,42.5
4800,Wyoming,201511,29.2,65,0.2,29
4800,Wyoming,201512,21.4,67,0.8,20.6
4800,Wyoming,201601,22.7,101,4.3,18.4
4800,Wyoming,201602,30.1,124,7.8,22.3
4800,Wyoming,201603,34.5,115,5.4,29.1
4800,Wyoming,201604,41.8,102,3,38.8
4800,Wyoming,201605,47.9,54,-0.5,48.4
4800,Wyoming,201606,63.8,125,6.2,57.6
4800,Wyoming,201607,66.8,92,1.5,65.3
4800,Wyoming,201608,63.5,59,0.1,63.4
4800,Wyoming,201609,55.4,87,1.8,53.6
4800,Wyoming,201610,46.5,116,4,42.5
4800,Wyoming,201611,37.1,124,8.1,29
4800,Wyoming,201612,16.8,21,-3.8,20.6
4800,Wyoming,201701,16.7,33,-1.7,18.4
4800,Wyoming,201702,27.8,113,5.5,22.3
4800,Wyoming,201703,38.4,125,9.3,29.1
4800,Wyoming,201704,40.1,82,1.3,38.8
4800,Wyoming,201705,49.2,73,0.8,48.4
4800,Wyoming,201706,60,96,2.4,57.6
4800,Wyoming,201707,68.9,119,3.6,65.3
4800,Wyoming,201708,63.5,59,0.1,63.4
4800,Wyoming,201709,54.2,68,0.6,53.6
4800,Wyoming,201710,41.1,37,-1.4,42.5
4800,Wyoming,201711,34.7,119,5.7,29
4800,Wyoming,201712,23.8,98,3.2,20.6
4800,Wyoming,201801,25.1,119,6.7,18.4
4800,Wyoming,201802,19.3,31,-3,22.3
4800,Wyoming,201803,32.3,93,3.2,29.1
4800,Wyoming,201804,39.7,75,0.9,38.8
4800,Wyoming,201805,52.9,121,4.5,48.4
4800,Wyoming,201806,60.4,100,2.8,57.6
4800,Wyoming,201807,67.3,100,2,65.3
4800,Wyoming,201808,63.6,61,0.2,63.4
4800,Wyoming,201809,57.2,113,3.6,53.6
4800,Wyoming,201810,41,34,-1.5,42.5
4800,Wyoming,201811,28.6,51,-0.4,29
4800,Wyoming,201812,21.5,69,0.9,20.6
4800,Wyoming,201901,22,93,3.6,18.4
4800,Wyoming,201902,16.8,18,-5.5,22.3
4800,Wyoming,201903,27,33,-2.1,29.1
4800,Wyoming,201904,41.1,94,2.3,38.8
4800,Wyoming,201905,44.4,9,-4,48.4
4800,Wyoming,201906,57,51,-0.6,57.6
4800,Wyoming,201907,66,76,0.7,65.3
4800,Wyoming,201908,64.9,96,1.5,63.4
4800,Wyoming,201909,56.7,108,3.1,53.6
4800,Wyoming,201910,34.2,2,-8.3,42.5
4800,Wyoming,201911,30.2,76,1.2,29
4800,Wyoming,201912,23,89,2.4,20.6
4800,Wyoming,202001,23.8,111,5.4,18.4
4800,Wyoming,202002,20.1,43,-2.2,22.3
4800,Wyoming,202003,32.9,101,3.8,29.1
4800,Wyoming,202004,37.5,43,-1.3,38.8
4800,Wyoming,202005,50.2,96,1.8,48.4
4800,Wyoming,202006,59.6,91,2,57.6
4800,Wyoming,202007,66.6,85,1.3,65.3
4800,Wyoming,202008,67.8,124,4.4,63.4
4800,Wyoming,202009,55.5,89,1.9,53.6
4800,Wyoming,202010,41.2,38,-1.3,42.5
4800,Wyoming,202011,33.1,107,4.1,29
4800,Wyoming,202012,24.5,106,3.9,20.6
4800,Wyoming,202101,23.4,108,5,18.4
4800,Wyoming,202102,17.2,22,-5.1,22.3
4800,Wyoming,202103,32.2,91,3.1,29.1
4800,Wyoming,202104,37.8,47,-1,38.8
4800,Wyoming,202105,48.7,63,0.3,48.4
4800,Wyoming,202106,64.7,126,7.1,57.6
4800,Wyoming,202107,70,123,4.7,65.3
